Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Document ChEMBL ID,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Properties,Action Type
CHEMBL4062419,,None,283.37,0,3.26,3a,COc1cc2c(cc1OCc1ccccc1)CCN(C)C2,Ki,=',2900,nM,5.54,,,UO_0000065,19.54,0.36,2.28,25.52,0,CHEMBL4052830,CHEMBL4059284,Displacement of [3H]epibatidine from rat alpha4beta2 nAChR expressed in HEK293 cell membranes after 4 hrs by scintillation counting method,B,BAO_0000219,cell-based format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL4075463,,None,177.25,0,1.68,3f,COc1ccc2c(c1)CCN(C)C2,Ki,=',2600,nM,5.58,,,UO_0000065,31.51,0.59,3.91,44.79,0,CHEMBL4052830,CHEMBL4059284,Displacement of [3H]epibatidine from rat alpha4beta2 nAChR expressed in HEK293 cell membranes after 4 hrs by scintillation counting method,B,BAO_0000219,cell-based format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL4073109,,None,333.17,0,1.55,4c,C[N+]1(C)CCc2cc3c(cc2C1)OCO3.[I-],Ki,=',380,nM,6.42,,,UO_0000065,31.13,0.58,4.87,34.78,0,CHEMBL4052830,CHEMBL4059284,Displacement of [3H]epibatidine from rat alpha4beta2 nAChR expressed in HEK293 cell membranes after 4 hrs by scintillation counting method,B,BAO_0000219,cell-based format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL593001,,None,193.25,0,1.39,3e,COc1cc2c(cc1O)CN(C)CC2,Ki,=',1700,nM,5.77,,,UO_0000065,29.86,0.56,4.38,17.64,1,CHEMBL4052830,CHEMBL4059284,Displacement of [3H]epibatidine from rat alpha4beta2 nAChR expressed in HEK293 cell membranes after 4 hrs by scintillation counting method,B,BAO_0000219,cell-based format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL446533,ERYSODINE,None,299.37,0,2.37,Erysodine,COc1cc2c(cc1O)CCN1CC=C3C=C[C@H](OC)C[C@]321,Ki,=',50,nM,7.3,,,UO_0000065,24.39,0.45,4.93,17.41,0,CHEMBL4052830,CHEMBL4059304,Displacement of [3H]cytisine from human alpha4beta2 nAChR expressed in human SH-EP1 cell membranes after 75 mins by liquid scintillation spectrometry,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL442947,ERYSOTRINE,None,313.4,0,2.67,Erysotrine,COc1cc2c(cc1OC)[C@]13C[C@@H](OC)C=CC1=CCN3CC2,Ki,=',600,nM,6.22,,,UO_0000065,19.85,0.37,3.55,20.12,1,CHEMBL4052830,CHEMBL4059304,Displacement of [3H]cytisine from human alpha4beta2 nAChR expressed in human SH-EP1 cell membranes after 75 mins by liquid scintillation spectrometry,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL4177261,,None,300.79,0,3.03,13e,Clc1ccc(Nc2ccc(N3CC4CC(C3)N4)cn2)cc1,Ki,=',2.49,nM,8.6,,,UO_0000065,28.6,0.56,5.57,21.41,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4174509,,None,282.35,0,2.08,12h,Oc1ccc(Nc2cncc(N3CC4CC(C3)N4)c2)cc1,Ki,=',0.342,nM,9.47,,,UO_0000065,33.53,0.62,7.39,15.67,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4164706,,None,296.37,0,2.38,13c,COc1ccc(Nc2ccc(N3CC4CC(C3)N4)cn2)cc1,Ki,=',7.3,nM,8.14,,,UO_0000065,27.45,0.51,5.76,16.46,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4170531,,None,301.78,0,2.42,14k,Clc1cccc(Nc2ccc(N3CC4CC(C3)N4)nn2)c1,Ki,=',1540,nM,5.81,,,UO_0000065,19.26,0.38,3.39,10.95,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4170527,,None,266.35,0,2.38,12a,c1ccc(Nc2cncc(N3CC4CC(C3)N4)c2)cc1,Ki,=',0.0807,nM,10.09,,,UO_0000065,37.89,0.69,7.71,25.11,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4176763,,None,280.38,0,2.4,12o,CN(c1ccccc1)c1cncc(N2CC3CC(C2)N3)c1,Ki,=',2.06,nM,8.69,,,UO_0000065,30.98,0.56,6.29,27.66,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4159981,,None,335.24,0,3.68,13l,Clc1ccc(Nc2ccc(N3CC4CC(C3)N4)cn2)c(Cl)c1,Ki,,,,,,Not Determined,,,,,,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4167459,,None,335.33,0,2.79,14i,FC(F)(F)c1ccc(Nc2ccc(N3CC4CC(C3)N4)nn2)cc1,Ki,=',6.9,nM,8.16,,,UO_0000065,24.34,0.46,5.37,15.38,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4159882,,None,336.23,0,3.08,14l,Clc1ccc(Nc2ccc(N3CC4CC(C3)N4)nn2)c(Cl)c1,Ki,,,,,,Not Determined,,,,,,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4163848,,None,311.35,0,2.28,12g,O=[N+]([O-])c1ccc(Nc2cncc(N3CC4CC(C3)N4)c2)cc1,Ki,=',0.0225,nM,10.65,,,UO_0000065,34.2,0.63,8.37,12.78,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4177426,,None,281.36,0,2.08,14b,Cc1ccc(Nc2ccc(N3CC4CC(C3)N4)nn2)cc1,Ki,=',44.3,nM,7.35,,,UO_0000065,26.14,0.48,5.27,13.85,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4175109,,None,310.36,0,2.1,13n,c1cc2c(cc1Nc1ccc(N3CC4CC(C3)N4)cn1)OCO2,Ki,=',41,nM,7.39,,,UO_0000065,23.8,0.44,5.29,12.6,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4175144,,None,311.39,0,2.17,14d,CCOc1ccc(Nc2ccc(N3CC4CC(C3)N4)nn2)cc1,Ki,,,,,,Not Determined,,,,,,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4171125,,None,335.24,0,3.68,13m,Clc1ccc(Nc2ccc(N3CC4CC(C3)N4)cn2)cc1Cl,Ki,=',2.3,nM,8.64,,,UO_0000065,25.77,0.54,4.96,21.49,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4167704,,None,310.4,0,2.77,12d,CCOc1ccc(Nc2cncc(N3CC4CC(C3)N4)c2)cc1,Ki,,,,,,Not Determined,,,,,,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL6623,EPIBATIDINE,None,208.69,0,2.34,[3H]-Epi,Clc1ccc(C2CC3CCC2N3)cn1,Ki,=',0.05,nM,10.3,,,UO_0000065,49.36,1,7.96,41.34,1,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4171212,,None,280.38,0,2.4,13o,CN(c1ccccc1)c1ccc(N2CC3CC(C2)N3)cn1,Ki,,,,,,Not Determined,,,,,,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4177240,,None,284.34,0,2.51,13f,Fc1ccc(Nc2ccc(N3CC4CC(C3)N4)cn2)cc1,Ki,=',2.38,nM,8.62,,,UO_0000065,30.33,0.56,6.11,21.46,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4172578,,None,335.24,0,3.68,12l,Clc1ccc(Nc2cncc(N3CC4CC(C3)N4)c2)c(Cl)c1,Ki,,,,,,Not Determined,,,,,,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4161931,,None,300.79,0,3.03,12k,Clc1cccc(Nc2cncc(N3CC4CC(C3)N4)c2)c1,Ki,=',0.124,nM,9.91,,,UO_0000065,32.94,0.64,6.88,24.65,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4167298,,None,334.35,0,3.39,12i,FC(F)(F)c1ccc(Nc2cncc(N3CC4CC(C3)N4)c2)cc1,Ki,=',0.373,nM,9.43,,,UO_0000065,28.2,0.54,6.04,23.46,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4175573,,None,296.37,0,2.38,12c,COc1ccc(Nc2cncc(N3CC4CC(C3)N4)c2)cc1,Ki,=',0.0598,nM,10.22,,,UO_0000065,34.5,0.63,7.84,20.69,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4174940,,None,300.79,0,3.03,12e,Clc1ccc(Nc2cncc(N3CC4CC(C3)N4)c2)cc1,Ki,=',0.118,nM,9.93,,,UO_0000065,33.01,0.65,6.9,24.7,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4171667,,None,282.35,0,2.08,13h,Oc1ccc(Nc2ccc(N3CC4CC(C3)N4)cn2)cc1,Ki,=',7.1,nM,8.15,,,UO_0000065,28.86,0.53,6.07,13.49,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4163257,,None,334.35,0,3.39,13i,FC(F)(F)c1ccc(Nc2ccc(N3CC4CC(C3)N4)cn2)cc1,Ki,=',0.569,nM,9.24,,,UO_0000065,27.65,0.53,5.85,23,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4176480,,None,283.34,0,1.48,14h,Oc1ccc(Nc2ccc(N3CC4CC(C3)N4)nn2)cc1,Ki,,,,,,Not Determined,,,,,,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4160992,,None,312.33,0,1.68,14g,O=[N+]([O-])c1ccc(Nc2ccc(N3CC4CC(C3)N4)nn2)cc1,Ki,=',86.2,nM,7.06,,,UO_0000065,22.62,0.42,5.38,7.34,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4159179,,None,300.79,0,3.03,13j,Clc1ccccc1Nc1ccc(N2CC3CC(C2)N3)cn1,Ki,,,,,,Not Determined,,,,,,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4176790,,None,281.36,0,1.79,14o,CN(c1ccccc1)c1ccc(N2CC3CC(C2)N3)nn1,Ki,=',1430,nM,5.84,,,UO_0000065,20.77,0.38,4.05,13.2,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4168267,,None,335.24,0,3.68,12m,Clc1ccc(Nc2cncc(N3CC4CC(C3)N4)c2)cc1Cl,Ki,=',1.25,nM,8.9,,,UO_0000065,26.56,0.55,5.22,22.15,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4171492,,None,310.36,0,2.1,12n,c1cc2c(cc1Nc1cncc(N3CC4CC(C3)N4)c1)OCO2,Ki,,,,,,Not Determined,,,,,,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4160411,,None,300.79,0,3.03,13k,Clc1cccc(Nc2ccc(N3CC4CC(C3)N4)cn2)c1,Ki,=',2.2,nM,8.66,,,UO_0000065,28.78,0.56,5.63,21.54,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4166801,,None,267.34,0,1.77,14a,c1ccc(Nc2ccc(N3CC4CC(C3)N4)nn2)cc1,Ki,=',441,nM,6.36,,,UO_0000065,23.77,0.43,4.59,11.97,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4169412,,None,301.78,0,2.42,14j,Clc1ccccc1Nc1ccc(N2CC3CC(C2)N3)nn1,Ki,,,,,,Not Determined,,,,,,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4173434,,None,336.23,0,3.08,14m,Clc1ccc(Nc2ccc(N3CC4CC(C3)N4)nn2)cc1Cl,Ki,=',516,nM,6.29,,,UO_0000065,18.7,0.39,3.21,11.85,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4166321,,None,310.4,0,2.77,13d,CCOc1ccc(Nc2ccc(N3CC4CC(C3)N4)cn2)cc1,Ki,,,,,,Not Determined,,,,,,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4166620,,None,311.35,0,2.28,13g,O=[N+]([O-])c1ccc(Nc2ccc(N3CC4CC(C3)N4)cn2)cc1,Ki,=',1.76,nM,8.75,,,UO_0000065,28.12,0.52,6.47,10.51,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4159887,,None,301.78,0,2.42,14e,Clc1ccc(Nc2ccc(N3CC4CC(C3)N4)nn2)cc1,Ki,=',90.4,nM,7.04,,,UO_0000065,23.34,0.46,4.62,13.27,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4165509,,None,311.35,0,1.5,14n,c1cc2c(cc1Nc1ccc(N3CC4CC(C3)N4)nn1)OCO2,Ki,,,,,,Not Determined,,,,,,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4166573,,None,284.34,0,2.51,12f,Fc1ccc(Nc2cncc(N3CC4CC(C3)N4)c2)cc1,Ki,=',0.091,nM,10.04,,,UO_0000065,35.31,0.65,7.53,24.98,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4159385,,None,300.79,0,3.03,12j,Clc1ccccc1Nc1cncc(N2CC3CC(C2)N3)c1,Ki,,,,,,Not Determined,,,,,,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL4166578,,None,266.35,0,2.38,13a,c1ccc(Nc2ccc(N3CC4CC(C3)N4)cn2)cc1,Ki,=',2.66,nM,8.57,,,UO_0000065,32.19,0.59,6.2,21.34,0,CHEMBL4152254,CHEMBL4154649,Displacement of [3H]epibatidine from alpha4beta2 nAChR in rat cortex membranes,B,BAO_0000249,cell membrane format,Rattus norvegicus,None,None,None,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
