Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Document ChEMBL ID,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Properties,Action Type
CHEMBL4165749,BI 2545,None,527.43,1,4.24,EUB0000318,O=C(NC[C@@H]1[C@H]2CN(C(=O)OCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C[C@@H]12)c1ccc2[nH]nnc2c1,% Ctrl,,111,%,,,Not Active,UO_0000187,,,,,0,CHEMBL4507275,CHEMBL4881660,N_NEURO_A4B2 Cerep selectivity data (BI),B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,Assay technology: Radioligand Binding | Assay type: biochemical | Method: N neuronal alpha4beta2 (agonist radioligand) | Mode of action: agonist | Target type: GPCR_CLASS_A,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,54,Donated Chemical Probes - SGC Frankfurt,,None,Compound concentration None 10.0 µM,AGONIST
CHEMBL3417525,BI 665915,None,458.53,0,2.78,EUB0000749,CN(C)C(=O)Cn1cc(-c2nc([C@@](C)(c3ccc(-c4cnc(N)nc4)cc3)C3CC3)no2)cn1,% Ctrl,,113,%,,,Not Active,UO_0000187,,,,,0,CHEMBL4507276,CHEMBL4881779,N_NEURO_A4B2 Cerep selectivity data (BI),B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,Assay technology: Radioligand Binding | Assay type: biochemical | Method: N neuronal alpha4beta2 (agonist radioligand) | Mode of action: agonist | Target type: GPCR_CLASS_A,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,54,Donated Chemical Probes - SGC Frankfurt,,None,Compound concentration None 20.0 µM,AGONIST
CHEMBL4636332,BI 2540,None,527.83,2,5.89,EUB0001578,Cc1c(NC(=O)COc2ccc(Cl)cc2C(=O)c2cc(F)cc(C(F)(F)F)c2)ccc(C(=O)O)c1F,% Ctrl,,102,%,,,Not Active,UO_0000187,,,,,0,CHEMBL4630903,CHEMBL4885586,N_NEURO_A4B2 Eurofins SafetyScreen44 (BI),B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,Assay technology: Radioligand Binding | Assay type: biochemical | Method: N neuronal alpha4beta2 (agonist radioligand) | Mode of action: agonist | Target type: GPCR_CLASS_A,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,54,Donated Chemical Probes - SGC Frankfurt,,None,Compound concentration None 10.0 µM,AGONIST
CHEMBL2403318,DELEOBUVIR,3,653.58,2,6.85,EUB0001577,Cn1c(C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Br)cn5)n(C)c4c3)CCC2)nc2ccc(/C=C/C(=O)O)cc21,% Ctrl,,111,%,,,Not Active,UO_0000187,,,,,0,CHEMBL4630904,CHEMBL4885633,N_NEURO_A4B2 Eurofins SafetyScreen44 (BI),B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,Assay technology: Radioligand Binding | Assay type: biochemical | Method: N neuronal alpha4beta2 (agonist radioligand) | Mode of action: agonist | Target type: GPCR_CLASS_A,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,54,Donated Chemical Probes - SGC Frankfurt,,None,Compound concentration None 10.0 µM,AGONIST
CHEMBL3640116,BI-1942,None,434.5,0,3.14,EUB0001112,CC[C@H](CC(=O)O)n1c(=O)c2ncccc2n(Cc2cn(C)c3cc(C)cc(C)c23)c1=O,% Ctrl,,103,%,,,Not Active,UO_0000187,,,,,0,CHEMBL4800723,CHEMBL4887745,N_NEURO_A4B2 Eurofins SafetyScreen44 (BI),B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,Assay technology: Radioligand Binding | Assay type: biochemical | Method: N neuronal alpha4beta2 (agonist radioligand) | Mode of action: agonist | Target type: GPCR_CLASS_A,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,54,Donated Chemical Probes - SGC Frankfurt,,None,Compound concentration None 10.0 µM,AGONIST
CHEMBL5092999,,None,568.66,2,5.94,EUB0001700,COCCCS(=O)(=O)c1cc(C)c(-c2ccc(F)c3c2CC[C@H]3Oc2ccc3c(c2)OC[C@H]3CC(=O)O)c(C)c1,% Ctrl,=',112,%,,,Not Active,UO_0000187,,,,,0,CHEMBL5058643,CHEMBL5058886,N_NEURO_A4B2 Eurofins SafetyScreen44 (BI),B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,Assay technology: Radioligand Binding | Assay type: biochemical | Method: N neuronal alpha4beta2 (agonist radioligand) | Mode of action: agonist | Target type: GPCR_CLASS_A,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,54,Donated Chemical Probes - SGC Frankfurt,,None,Compound concentration = 10.0 µM,AGONIST
CHEMBL5307400,,None,380.38,0,1.89,EUB0002188,CCn1c(=O)c(C)cn(Cc2nnc(-c3ccc(F)c(O)c3F)s2)c1=O,% Ctrl,=',109,%,,,Not Active,UO_0000187,,,,,0,CHEMBL5303761,CHEMBL5303962,N_NEURO_A4B2 Eurofins SafetyScreen44 (BI),B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,Assay technology: Radioligand Binding | Assay type: biochemical | Method: N neuronal alpha4beta2 (agonist radioligand) | Target type: GPCR_CLASS_A,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,54,Donated Chemical Probes - SGC Frankfurt,,None,Compound concentration = 10.0 uM,AGONIST
CHEMBL5308145,,None,394.4,0,2.19,EUB0002187,CCn1c(=O)c(C)cn(Cc2nnc(-c3ccc(F)c(OC)c3F)s2)c1=O,% Ctrl,=',107,%,,,Not Active,UO_0000187,,,,,0,CHEMBL5303761,CHEMBL5304006,N_NEURO_A4B2 Eurofins SafetyScreen44 (BI),B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,Assay technology: Radioligand Binding | Assay type: biochemical | Method: N neuronal alpha4beta2 (agonist radioligand) | Target type: GPCR_CLASS_A,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,54,Donated Chemical Probes - SGC Frankfurt,,None,Compound concentration = 10.0 uM,AGONIST
CHEMBL5303508,,None,523.47,0,1.56,EUB0001755aCl,CCn1c(CNC(=O)c2nc(Cl)cnc2N)[n+](CC)c2ccc(C(=O)N(C)CCN(C)C)cc21.[Cl-],% Ctrl,=',101,%,,,Not Active,UO_0000187,,,,,0,CHEMBL5303762,CHEMBL5304047,N_NEURO_A4B2 Eurofins SafetyScreen44 (BI),B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,Assay technology: Radioligand Binding | Assay type: biochemical | Target type: GPCR_CLASS_A,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,54,Donated Chemical Probes - SGC Frankfurt,,None,Compound concentration = 10.0 uM,AGONIST
CHEMBL5306038,,None,489.02,0,1.17,EUB0001699,CCn1c(CNC(=O)c2ncc(C)nc2N)[n+](CC)c2ccc(C(=O)N(C)CN(C)C)cc21.[Cl-],% Ctrl,=',103,%,,,Not Active,UO_0000187,,,,,0,CHEMBL5303762,CHEMBL5304102,N_NEURO_A4B2 Eurofins SafetyScreen44 (BI),B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,Assay technology: Radioligand Binding | Assay type: biochemical | Target type: GPCR_CLASS_A,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,54,Donated Chemical Probes - SGC Frankfurt,,None,Compound concentration = 10.0 uM,AGONIST
CHEMBL5303444,,None,500,0,4.45,EUB0001742a,C[C@@H]1C[C@H](C)CN(c2ncc(Cl)c(Nc3ccc4c(c3)cc(OC(C)(C)C(=O)O)c(=O)n4C)n2)C1,% Ctrl,=',106,%,,,Not Active,UO_0000187,,,,,0,CHEMBL5303763,CHEMBL5304350,N_NEURO_A4B2 Eurofins SafetyScreen44 (BI),B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,Assay technology: Radioligand Binding | Assay type: biochemical | Method: N neuronal alpha4beta2 (agonist radioligand) | Target type: GPCR_CLASS_A,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,54,Donated Chemical Probes - SGC Frankfurt,,None,Compound concentration = 10.0 uM,AGONIST
CHEMBL4640049,,None,484.99,0,3.33,EUB0001732,CNC(=O)COc1cc2cc(Nc3nc(N4C[C@H](C)C[C@H](C)C4)ncc3Cl)ccc2n(C)c1=O,% Ctrl,=',107,%,,,Not Active,UO_0000187,,,,,0,CHEMBL5303763,CHEMBL5304149,N_NEURO_A4B2 Eurofins SafetyScreen44 (BI),B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,Assay technology: Radioligand Binding | Assay type: biochemical | Method: N neuronal alpha4beta2 (agonist radioligand) | Target type: GPCR_CLASS_A,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,54,Donated Chemical Probes - SGC Frankfurt,,None,Compound concentration = 10.0 uM,AGONIST
CHEMBL4755229,,None,558.04,1,2.16,EUB0001733a,CNC(=O)COc1cc2cc(Nc3nc(N4CCC(C(=O)N(C)C)CC4)ncc3Cl)cc(OC)c2n(C)c1=O,% Ctrl,=',98,%,,,Not Active,UO_0000187,,,,,0,CHEMBL5303764,CHEMBL5304252,N_NEURO_A4B2 Eurofins SafetyScreen44 (BI),B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,Assay technology: Radioligand Binding | Assay type: biochemical | Method: N neuronal alpha4beta2 (agonist radioligand) | Target type: GPCR_CLASS_A,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,54,Donated Chemical Probes - SGC Frankfurt,,None,Compound concentration = 10.0 uM,AGONIST
CHEMBL306959,,None,208.69,0,2.34,"4, Epibatidine",Clc1ccc([C@H]2CC3CCC2N3)cn1,%max,=',131,%,,,,UO_0000187,,,,,0,CHEMBL2163204,CHEMBL2168696,Agonist activity at rat alpha4beta2 nAChR expressed in Xenopus laevis oocytes at 100 uM after 2 to 6 days by two electrode voltage clamp assay relative to acetylcholine,F,BAO_0000219,cell-based format,Rattus norvegicus,None,None,Oocyte,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,CHEMBL3308859,,
CHEMBL372638,,None,293.35,0,3.37,5c,N#Cc1ccc(-c2cc(C3CC4CCC3N4)cnc2F)cc1,%max,=',0,%,,,,UO_0000187,,,,,0,CHEMBL2163204,CHEMBL2168696,Agonist activity at rat alpha4beta2 nAChR expressed in Xenopus laevis oocytes at 100 uM after 2 to 6 days by two electrode voltage clamp assay relative to acetylcholine,F,BAO_0000219,cell-based format,Rattus norvegicus,None,None,Oocyte,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,CHEMBL3308859,,
CHEMBL2164664,,None,346.43,0,2.9,5d,CS(=O)(=O)c1ccc(-c2cc(C3CC4CCC3N4)cnc2F)cc1,%max,=',0,%,,,,UO_0000187,,,,,0,CHEMBL2163204,CHEMBL2168696,Agonist activity at rat alpha4beta2 nAChR expressed in Xenopus laevis oocytes at 100 uM after 2 to 6 days by two electrode voltage clamp assay relative to acetylcholine,F,BAO_0000219,cell-based format,Rattus norvegicus,None,None,Oocyte,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,CHEMBL3308859,,
CHEMBL2164663,,None,336.33,0,4.51,5b,Fc1ncc(C2CC3CCC2N3)cc1-c1ccc(C(F)(F)F)cc1,%max,=',0,%,,,,UO_0000187,,,,,0,CHEMBL2163204,CHEMBL2168696,Agonist activity at rat alpha4beta2 nAChR expressed in Xenopus laevis oocytes at 100 uM after 2 to 6 days by two electrode voltage clamp assay relative to acetylcholine,F,BAO_0000219,cell-based format,Rattus norvegicus,None,None,Oocyte,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,CHEMBL3308859,,
CHEMBL361465,,None,313.33,0,3.4,5a,O=[N+]([O-])c1ccc(-c2cc(C3CC4CCC3N4)cnc2F)cc1,%max,=',0,%,,,,UO_0000187,,,,,0,CHEMBL2163204,CHEMBL2168696,Agonist activity at rat alpha4beta2 nAChR expressed in Xenopus laevis oocytes at 100 uM after 2 to 6 days by two electrode voltage clamp assay relative to acetylcholine,F,BAO_0000219,cell-based format,Rattus norvegicus,None,None,Oocyte,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,CHEMBL3308859,,
CHEMBL2164667,,None,311.36,0,2.59,5g,NC(=O)c1ccc(-c2cc(C3CC4CCC3N4)cnc2F)cc1,%max,=',3.5,%,,,,UO_0000187,,,,,0,CHEMBL2163204,CHEMBL2168696,Agonist activity at rat alpha4beta2 nAChR expressed in Xenopus laevis oocytes at 100 uM after 2 to 6 days by two electrode voltage clamp assay relative to acetylcholine,F,BAO_0000219,cell-based format,Rattus norvegicus,None,None,Oocyte,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,CHEMBL3308859,,
CHEMBL2164666,,None,400.4,0,3.79,5f,O=S(=O)(c1ccc(-c2cc(C3CC4CCC3N4)cnc2F)cc1)C(F)(F)F,%max,=',0,%,,,,UO_0000187,,,,,0,CHEMBL2163204,CHEMBL2168696,Agonist activity at rat alpha4beta2 nAChR expressed in Xenopus laevis oocytes at 100 uM after 2 to 6 days by two electrode voltage clamp assay relative to acetylcholine,F,BAO_0000219,cell-based format,Rattus norvegicus,None,None,Oocyte,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,CHEMBL3308859,,
CHEMBL1076903,VARENICLINE,4,211.27,0,1.8,3,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,%max,=',13,%,,,,UO_0000187,,,,,0,CHEMBL2163204,CHEMBL2168696,Agonist activity at rat alpha4beta2 nAChR expressed in Xenopus laevis oocytes at 100 uM after 2 to 6 days by two electrode voltage clamp assay relative to acetylcholine,F,BAO_0000219,cell-based format,Rattus norvegicus,None,None,Oocyte,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,CHEMBL3308859,,
CHEMBL2164665,,None,347.42,0,2.14,5e,NS(=O)(=O)c1ccc(-c2cc(C3CC4CCC3N4)cnc2F)cc1,%max,=',0,%,,,,UO_0000187,,,,,0,CHEMBL2163204,CHEMBL2168696,Agonist activity at rat alpha4beta2 nAChR expressed in Xenopus laevis oocytes at 100 uM after 2 to 6 days by two electrode voltage clamp assay relative to acetylcholine,F,BAO_0000219,cell-based format,Rattus norvegicus,None,None,Oocyte,None,,,,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,Rattus norvegicus,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,CHEMBL3308859,,
CHEMBL2177539,,None,214.31,0,2.44,(+)-12a,CN1C[C@@H]2C=C(c3cccnc3)C[C@@H](C2)C1,%max,=',17,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187469,Agonist activity at human alpha4beta2 nAChR low sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177544,,None,272.39,0,3.22,12c,CC(C)Oc1cncc(C2=CC3CC(C2)CN(C)C3)c1,%max,=',10,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187465,Agonist activity at human alpha4beta2 nAChR expressed in human SH-EP1 cells by whole cell voltage clamp based electrophysiology method relative to 1 mM acetylcholine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2178156,,None,225.3,0,1.97,(+)-11i,N#Cc1cncc(C2=C[C@H]3CNC[C@@H](C2)C3)c1,%max,=',88,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187469,Agonist activity at human alpha4beta2 nAChR low sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177516,,None,235.72,0,2.14,34,Clc1ccc(C2=CC3CNCC(C2)C3)nn1,%max,=',118,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187471,Agonist activity at human alpha4beta2 nAChR high sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177524,,None,234.73,0,2.75,11m,Clc1ccc(C2=CC3CNCC(C2)C3)cn1,%max,=',152,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187469,Agonist activity at human alpha4beta2 nAChR low sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177537,,None,200.29,0,2.09,(+)-11a,C1=C(c2cccnc2)C[C@@H]2CNC[C@H]1C2,%max,=',32,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187465,Agonist activity at human alpha4beta2 nAChR expressed in human SH-EP1 cells by whole cell voltage clamp based electrophysiology method relative to 1 mM acetylcholine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177529,,None,276.38,0,3.76,11p,C1=C(c2ccc(-c3ccccc3)nc2)CC2CNCC1C2,%max,=',19,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187471,Agonist activity at human alpha4beta2 nAChR high sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2178156,,None,225.3,0,1.97,(+)-11i,N#Cc1cncc(C2=C[C@H]3CNC[C@@H](C2)C3)c1,%max,=',95,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187471,Agonist activity at human alpha4beta2 nAChR high sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177542,,None,244.34,0,2.45,12b,COc1cncc(C2=CC3CC(C2)CN(C)C3)c1,%max,=',19,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187471,Agonist activity at human alpha4beta2 nAChR high sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177541,,None,230.31,0,2.1,11b,COc1cncc(C2=CC3CNCC(C2)C3)c1,%max,=',72,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187471,Agonist activity at human alpha4beta2 nAChR high sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177537,,None,200.29,0,2.09,(+)-11a,C1=C(c2cccnc2)C[C@@H]2CNC[C@H]1C2,%max,=',111,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187471,Agonist activity at human alpha4beta2 nAChR high sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177532,,None,276.38,0,3.76,11k,C1=C(c2cncc(-c3ccccc3)c2)CC2CNCC1C2,%max,=',33,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187471,Agonist activity at human alpha4beta2 nAChR high sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177538,,None,200.29,0,2.09,(-)-11a,C1=C(c2cccnc2)C[C@H]2CNC[C@@H]1C2,%max,=',114,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187471,Agonist activity at human alpha4beta2 nAChR high sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177527,,None,244.34,0,2.45,12n,COc1ccc(C2=CC3CC(C2)CN(C)C3)cn1,%max,=',20,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187469,Agonist activity at human alpha4beta2 nAChR low sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177546,,None,306.41,0,4.23,12d,CN1CC2C=C(c3cncc(Oc4ccccc4)c3)CC(C2)C1,%max,=',9.5,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187469,Agonist activity at human alpha4beta2 nAChR low sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177542,,None,244.34,0,2.45,12b,COc1cncc(C2=CC3CC(C2)CN(C)C3)c1,%max,=',15,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187469,Agonist activity at human alpha4beta2 nAChR low sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177522,,None,218.28,0,2.23,11l,Fc1ccc(C2=CC3CNCC(C2)C3)cn1,%max,=',104,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187471,Agonist activity at human alpha4beta2 nAChR high sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177535,,None,225.3,0,1.97,(-)-11i,N#Cc1cncc(C2=C[C@@H]3CNC[C@H](C2)C3)c1,%max,=',92,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187471,Agonist activity at human alpha4beta2 nAChR high sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177530,,None,234.73,0,2.75,11q,Clc1ccncc1C1=CC2CNCC(C1)C2,%max,=',12.8,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187469,Agonist activity at human alpha4beta2 nAChR low sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
